city,temperature,humidity,pressure,wind_speed,weather_condition,rainfall_1h,Country,Location,Disaster Type,Latitude,Longitude,Start Year,Total Deaths,Total Affected
Nashik,3.2920245040903984,2.53016886838777,3.5056227880842834,5.417344319774723,2,0.0,India,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",0,22.02,72.25,2007,-0.01843547816079175,-0.4765000301566912
Mumbai,3.34257434102882,4.945495778051888,3.5056227880842834,4.563678021754291,4,0.0,India,"Chadoora village (72811 district, Jammu and Kashmir province)",0,33.1767,76.41,2015,-0.23569781476579807,-0.49306902202019937
Pune,3.613469621032158,2.0471034864549464,3.501868989640602,0.16011226661918815,1,0.0,India,Kerala province,0,10.54,76.05,2006,-0.25010194757938964,-0.49070715547741667
Nagpur,3.7340115398853184,3.7861388614131113,3.486853795865875,0.650336477363595,3,0.0,India,"Ballia, Chandauli districts (Uttar Pradesh province)",0,25.62,83.67,2006,-0.13246819626839174,-0.4119964151947765
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Jammu and Kashmir provinces,0,34.61,73.2,2006,-0.27050780239864436,-0.493428826994797
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Orissa, Andhra Pradesh, Chhattisgarh provinces",0,18.1,81.53,2006,-0.06644925420609701,0.050687742759885794
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",0,14.94,78.16,2007,-0.13606922947178965,-0.4392131303685801
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",0,15.71,79.88,2007,-0.17568059470916647,-0.4882032176814267
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",0,25.18,91.54,2008,0.9874531299883536,1.6564739380143019
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",0,27.5,89.79,2008,-0.11806406345480017,-0.4324089515751292
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",0,15.71,78.23,2009,0.13760929398645036,0.6222387614097626
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",0,30.18,74.77,2010,-0.22489471515560439,-0.38477970002097284
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",0,26.8,93.63,2012,-0.2633057359918486,0.050687742759885794
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Jammu and Kashmir provinces,0,32.89,73.88,2006,-0.2657064247941138,-0.4895640534401169
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",0,27.59,81.52,2006,-0.23809850356806334,-0.4664298455423838
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Himachal Pradesh province,0,31.24,76.53,2007,-0.19728679392955384,-0.4895640534401169
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",0,20.91,86.4,2007,-0.19248541632502333,1.4659569317976762
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Andhra Pradesh, Tamil Nadu province",0,12.73,79.7,2007,-0.2537029807827875,-0.48003820312928563
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",0,33.53,76.12,2010,-0.053245465793638064,-0.49018323371032096
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,West Bengal province,0,22.306,88.34,2011,-0.23209678156240016,-0.3031295544995618
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",0,26.59,92.18,2011,-0.2801105576077054,-0.49065272204706906
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",0,28.524,80.93,2011,-0.2657064247941138,-0.4392131303685801
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",0,30.1135,78.85,2012,-0.2525026363816549,-0.49331996013410184
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",0,27.387,94.92,2013,-0.19248541632502333,0.050687742759885794
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",0,10.7121,79.18,2015,-0.2789102132065728,-0.49359212728583984
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Andhra Pradesh province, Telangana",0,17.654,80.34,2016,-0.25490332518392017,-0.49283005926097334
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Chenai (Tamil Nadu),0,10.489,79.004,2017,-0.2633057359918486,-0.49255789210923534
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Navsari, The Dangs districts (Gujarat)",0,22.41,71.31,2006,-0.2597047027884507,-0.49136035664158795
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",0,20.19,73.82,2006,0.1316075719807872,0.5950397371008219
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",0,20.05,81.86,2007,-0.2537029807827875,-0.48003820312928563
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Andhra Pradesh province,0,15.22,79.48,2010,-0.2561036695850528,-0.48003820312928563
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",0,26.73,82.84,2010,-0.04844408818910754,0.39557333060074623
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",0,31.3,76.85,2012,-0.23449747036466542,-0.49359212728583984
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",0,11.828,78.855,2015,0.10159896195247141,-0.003473520435983496
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Arunachal Pradesh, Assam, Nagaland provinces",0,27.464,95.607,2016,-0.2669067691952465,-0.4664298455423838
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",0,20.651,86.0,2011,-0.001630656544934906,0.44369411603094155
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",0,26.376,86.24,2011,-0.04364271058457701,1.0166307376503168
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",0,26.566,92.44,2012,-0.14447164027971807,0.10512117310749312
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",0,32.714,76.61,2013,6.978372036041319,-0.3563455811774449
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",0,21.8734,70.76,2015,-0.1912850719238907,-0.4911970563505451
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces",0,26.2074,82.62,2015,0.06318794111622719,3.2377343347241485
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Assam province,0,26.8946,93.75,2015,-0.2825112464099707,-0.48874755198490283
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",0,11.47,77.85,2009,-0.20448886033634964,-0.49364438337897354
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",0,22.044,94.55,2008,-0.23209678156240016,0.21398803380270776
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Tamil Nadu, Karnataka provinces",0,10.76,78.72,2008,-0.2441002255737265,-0.4908492267306239
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,Kerala province,0,10.39,76.31,2007,-0.23569781476579807,-0.4841207104053562
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",0,27.58,95.26,2007,-0.17327990590690123,2.5274088235760193
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",0,20.45,86.2,2007,-0.27050780239864436,-0.35756298484716914
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",0,22.63,88.49,2007,1.0354669060336588,4.595879176785098
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",0,21.03,77.52,2007,-0.2140916155454107,-0.4909248891988071
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",0,26.26,94.02,2007,-0.27050780239864436,-0.4392131303685801
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Tamil Nadu, Andhra Pradesh provinces",0,14.13,79.93,2006,-0.23209678156240016,-0.4324089515751292
0,-0.2853485715517693,-0.27161034682260643,-0.28571364003418454,-0.22023410378595507,0,0.0,India,"Assam, Tripura provinces",0,26.6,94.02,2006,-0.2633057359918486,-0.356474316240217
